City_ID,City,Country,Lat,Lng,Max Temp F°,Humidity %,Cloudiness %,Wind Speed mph,Weather Description
345,Peace River,CA,56.2501,-117.286,86.31,26,20,6.91,few clouds
346,Morelia,MX,19.7008,-101.1844,59.94,96,100,2.55,overcast clouds
347,College,US,64.8569,-147.8028,87.78,44,75,16.11,broken clouds
348,Betanzos,ES,43.2804,-8.2147,68.9,93,90,3.0,mist
349,Grindavik,IS,63.8424,-22.4338,53.55,100,75,5.75,broken clouds
350,Salalah,OM,17.0151,54.0924,77.09,100,90,4.61,mist
351,Bana,CM,5.1481,10.2762,60.76,99,99,1.07,light rain
352,Saint-Francois,FR,46.4154,3.9054,57.67,99,90,1.14,overcast clouds
353,Geraldton,AU,-28.7667,114.6,57.13,67,0,16.11,clear sky
354,Ust-Nera,RU,64.5667,143.2,64.4,29,0,7.63,clear sky
355,Filadelfia,US,39.9523,-75.1638,71.49,76,90,4.61,overcast clouds
356,Saskylakh,RU,71.9167,114.0833,67.59,32,42,13.0,scattered clouds
357,Sept-Iles,CA,50.2001,-66.3821,60.26,63,1,4.0,clear sky
358,La Asuncion,VE,11.0333,-63.8628,78.53,94,46,4.61,scattered clouds
359,Broome,US,42.2506,-75.833,62.02,91,24,1.36,few clouds
360,Lithgow,AU,-33.4833,150.15,48.87,67,63,19.24,broken clouds
361,Talnakh,RU,69.4865,88.3972,74.61,46,0,10.27,clear sky
362,Port Macquarie,AU,-31.4333,152.9167,63.9,34,2,16.08,clear sky
363,Varkkallai,IN,8.7341,76.7067,82.18,76,91,10.02,overcast clouds
364,Catio,GW,11.2833,-15.25,76.8,89,100,4.54,light rain
365,Port Hardy,CA,50.6996,-127.4199,73.58,64,75,6.91,broken clouds
366,Tautira,PF,-17.7333,-149.15,82.0,78,37,13.24,scattered clouds
367,Zuenoula,CI,7.4292,-6.0431,70.61,92,82,3.69,broken clouds
368,Poum,NC,-20.2333,164.0167,73.2,63,1,13.35,clear sky
369,Kavieng,PG,-2.5744,150.7967,84.0,71,19,2.8,light rain
370,Kazachinskoye,RU,57.6953,93.2761,73.15,56,28,2.93,scattered clouds
371,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,66.79,32,20,13.42,few clouds
372,Korla,CN,41.7597,86.1469,86.54,19,49,4.56,scattered clouds
373,Pevek,RU,69.7008,170.3133,36.64,93,100,3.67,light rain
374,Dossor,KZ,47.5272,52.9811,90.55,20,59,3.44,broken clouds
375,Jatiroto,ID,-7.8833,111.1167,83.48,64,50,5.35,scattered clouds
376,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.09,68,8,1.25,clear sky
377,Inuvik,CA,68.3499,-133.7218,65.26,34,20,3.44,few clouds
378,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,5.75,few clouds
379,Sangar,RU,63.9242,127.4739,74.43,43,0,3.38,clear sky
380,Teya,RU,60.3778,92.6267,65.53,65,100,0.69,overcast clouds
381,Kaeo,NZ,-35.1,173.7833,62.33,65,86,7.52,overcast clouds
382,Rawah,IQ,34.4816,41.9093,91.56,22,14,4.99,few clouds
383,Badvel,IN,14.75,79.05,85.53,57,98,21.54,overcast clouds
384,Berlevag,NO,70.8578,29.0864,45.34,93,100,29.39,light rain
385,Sinjai,ID,-5.1241,120.253,83.97,67,100,9.44,overcast clouds
386,Cumana,VE,10.4635,-64.1775,78.89,83,81,3.33,broken clouds
387,Oktyabrskoye,RU,43.0645,44.7417,69.57,65,5,5.79,clear sky
388,Turbo,CO,8.0937,-76.7269,77.02,89,100,3.67,overcast clouds
389,Charcas,MX,23.1333,-101.1167,64.98,70,69,12.44,broken clouds
390,Visnes,NO,59.3556,5.2242,54.82,93,66,4.61,broken clouds
391,Metairie,US,29.9841,-90.1528,78.85,83,1,0.0,clear sky
392,Marsh Harbour,BS,26.5412,-77.0636,83.16,72,100,11.12,overcast clouds
393,Borger,NL,52.9233,6.7931,57.04,88,100,4.99,overcast clouds
394,Acarau,BR,-2.8856,-40.12,77.32,82,74,7.25,broken clouds
395,Duldurga,RU,50.6761,113.5931,68.18,59,100,11.07,heavy intensity rain
396,Maxixe,MZ,-23.8597,35.3472,60.85,71,0,4.94,clear sky
397,Rengo,CL,-34.4167,-70.8667,47.23,44,0,2.26,clear sky
398,Wardha,IN,20.75,78.6167,77.32,74,96,15.64,overcast clouds
399,Kapit,MY,2.0167,112.9333,88.63,60,100,0.36,overcast clouds
400,Almaznyy,RU,48.0448,40.045,62.74,80,96,6.4,overcast clouds
401,Yaan,NG,7.3833,8.5667,72.0,95,100,5.55,overcast clouds
402,Masallatah,LY,32.6167,14.0,80.42,51,0,7.49,clear sky
403,Isiolo,KE,0.3546,37.5822,63.21,80,26,8.93,scattered clouds
404,Ontario,US,34.0633,-117.6509,99.88,34,20,1.99,smoke
405,Energeticheskiy,KZ,43.4278,77.0222,79.36,31,75,2.24,broken clouds
406,Kupang,ID,-10.1667,123.5833,88.38,48,20,11.5,few clouds
407,Adrar,MR,20.5022,-10.0711,87.04,41,5,10.49,clear sky
408,Belmonte,BR,-15.8631,-38.8828,66.7,81,10,8.52,clear sky
409,Camopi,GF,3.1655,-52.3158,71.51,97,69,1.77,broken clouds
410,Iralaya,HN,15.0,-83.2333,80.71,80,100,11.18,overcast clouds
411,Necochea,AR,-38.5473,-58.7368,48.33,71,100,5.12,overcast clouds
412,Bud,US,39.447,-86.1758,67.95,77,38,5.61,scattered clouds
413,Wichita Falls,US,33.9137,-98.4934,81.16,55,1,3.44,clear sky
414,San Fernando,PH,15.0286,120.6898,87.82,79,95,17.29,overcast clouds
415,Xuanhua,CN,40.6103,115.0447,79.0,60,20,3.27,few clouds
416,Katsuura,JP,35.1333,140.3,89.71,68,5,5.93,clear sky
417,Saint-Joseph,RE,-21.3667,55.6167,64.78,86,97,17.96,light rain
418,Troitskoye,RU,52.9821,84.6757,67.55,80,100,5.73,light rain
419,Fasa,IR,28.9383,53.6482,74.44,43,38,0.0,scattered clouds
420,Pisco,PE,-13.7,-76.2167,62.65,82,90,9.22,overcast clouds
421,Quatre Cocos,MU,-20.2078,57.7625,68.11,73,12,10.76,few clouds
422,Ludvika,SE,60.1496,15.1878,45.34,74,11,1.83,few clouds
423,Portland,US,45.5234,-122.6762,88.45,42,40,1.01,smoke
424,Leh,IN,34.1667,77.5833,63.5,50,25,6.08,scattered clouds
425,Rio Grande,BR,-32.035,-52.0986,51.94,92,9,1.19,clear sky
426,Klaksvik,FO,62.2266,-6.589,50.92,88,100,5.53,overcast clouds
427,Penzance,GB,50.1186,-5.5371,56.41,83,40,3.44,scattered clouds
428,Grande Prairie,CA,55.1667,-118.8027,82.58,26,20,11.5,smoke
429,Aklavik,CA,68.2191,-135.0107,65.23,36,0,5.23,clear sky
430,Codrington,AU,-38.2667,141.9667,55.36,86,88,18.52,overcast clouds
431,Middelburg,ZA,-25.7751,29.4648,44.4,70,0,2.46,clear sky
432,Ngunguru,NZ,-35.6167,174.5,62.17,53,53,4.59,broken clouds
433,Blairmore,CA,49.6,-114.4353,79.72,41,17,5.79,few clouds
434,Xingyi,CN,24.1877,102.817,75.36,60,7,3.04,clear sky
435,Malazgirt,TR,39.1427,42.5401,64.85,48,4,3.76,clear sky
436,Mandera,KE,3.9366,41.867,74.88,65,100,13.27,overcast clouds
437,Arlit,NE,18.7369,7.3853,94.41,22,39,8.16,scattered clouds
438,Deputatskiy,RU,69.3,139.9,56.25,31,14,13.96,few clouds
439,Mangrol,IN,21.1167,70.1167,81.57,85,100,20.51,overcast clouds
440,Ampanihy,MG,-24.7,44.75,58.78,85,2,11.23,clear sky
441,Sitka,US,57.0531,-135.33,64.29,63,90,12.66,light rain
442,Grand Forks,US,47.9417,-97.4337,78.73,50,20,5.75,smoke
443,Nome,US,64.5011,-165.4064,74.1,64,1,4.61,clear sky
444,Kasane,BW,-17.8167,25.15,54.68,48,0,6.4,clear sky
445,Yumen,CN,40.2833,97.2,82.17,11,67,15.28,broken clouds
446,Souillac,MU,-20.5167,57.5167,68.38,83,75,8.05,broken clouds
447,Menzelinsk,RU,55.7271,53.1026,70.84,48,77,9.98,broken clouds
448,Pasighat,IN,28.0667,95.3333,85.96,74,65,1.03,broken clouds
449,Meulaboh,ID,4.1363,96.1285,81.55,75,98,3.83,overcast clouds
450,Port Hedland,AU,-20.3167,118.5667,75.25,16,40,24.16,scattered clouds
451,Narsaq,GL,60.9167,-46.05,44.82,97,100,3.42,light rain
452,Sovetskoye,RU,52.2861,85.4131,67.69,77,99,4.25,overcast clouds
453,Chalus,IR,36.655,51.4204,72.86,88,40,2.3,scattered clouds
454,Ratnagiri,IN,16.9833,73.3,80.4,85,86,13.87,overcast clouds
455,Bam,IR,29.106,58.357,89.29,19,75,13.0,broken clouds
456,Muhororo,UG,0.9381,30.7594,61.38,82,86,1.7,overcast clouds
457,Kaseda,JP,31.4167,130.3167,87.03,65,64,11.27,broken clouds
458,Kumluca,TR,36.3703,30.2869,88.68,34,0,6.87,clear sky
459,Paita,PE,-5.0892,-81.1144,65.46,84,73,7.54,broken clouds
460,Morgan City,US,29.6994,-91.2068,78.8,100,1,0.0,clear sky
461,Maltahohe,NA,-24.8333,16.9833,52.43,49,21,1.86,few clouds
462,Staryy Krym,UA,45.0333,35.1,69.39,81,68,4.07,broken clouds
463,Ambilobe,MG,-13.2,49.05,69.91,77,95,2.51,overcast clouds
464,Pudozh,RU,61.8099,36.5345,53.94,85,100,12.1,light rain
465,Kanigoro,ID,-8.13,112.219,85.62,59,22,8.66,few clouds
466,Ribeira Grande,PT,38.5167,-28.7,72.01,88,2,4.79,clear sky
467,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,88,1,11.5,clear sky
468,Talagang,PK,32.9297,72.4158,78.64,75,85,21.39,moderate rain
469,Kenora,CA,49.8167,-94.4337,77.97,53,40,5.75,smoke
470,Evensk,RU,61.95,159.2333,51.44,58,100,0.25,overcast clouds
471,Mutis,CO,6.2262,-77.4044,77.81,87,100,0.72,overcast clouds
472,Ballaghaderreen,IE,53.9,-8.5833,55.81,96,71,3.76,broken clouds
473,Yeppoon,AU,-23.1333,150.7333,71.38,33,45,7.27,scattered clouds
474,Aykhal,RU,66.0,111.5,73.13,38,72,16.11,broken clouds
475,Anzio,IT,41.4853,12.6179,76.32,89,6,5.73,clear sky
476,Show Low,US,34.2542,-110.0298,82.11,33,1,4.61,clear sky
477,Padang,ID,-0.9492,100.3543,83.05,74,42,3.0,light rain
478,Hualmay,PE,-11.0964,-77.6139,64.02,83,9,10.04,clear sky
479,Klyuchi,RU,52.2667,79.1667,74.82,42,31,5.95,scattered clouds
480,Manggar,ID,-2.8833,108.2667,85.42,68,66,12.97,broken clouds
481,Parabel,RU,58.6978,81.4825,62.58,76,92,1.3,overcast clouds
482,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,8.05,few clouds
483,Mount Isa,AU,-20.7333,139.5,64.17,27,22,17.27,few clouds
484,Arak,IR,34.0917,49.6892,73.08,31,60,3.89,broken clouds
485,Constantine,DZ,36.365,6.6147,72.81,83,0,4.61,clear sky
486,Jieshi,CN,22.8134,115.8257,86.95,77,91,16.64,light rain
487,Trinidad,BO,-14.8333,-64.9,68.88,46,93,4.99,overcast clouds
488,Linares,CL,-35.85,-71.6,49.95,70,0,2.15,clear sky
489,Half Moon Bay,US,37.4636,-122.4286,76.91,86,20,1.99,few clouds
490,Odweyne,SO,9.4092,45.064,70.21,57,25,16.11,scattered clouds
491,Garowe,SO,8.4054,48.4845,75.7,63,8,28.03,clear sky
492,Belaya Gora,RU,68.5333,146.4167,62.28,28,11,11.7,few clouds
493,Itacarambi,BR,-15.1022,-44.0919,66.69,53,51,1.61,broken clouds
494,Usinsk,RU,65.9939,57.5281,62.94,77,96,10.31,overcast clouds
495,Fomboni,KM,-12.28,43.7425,75.34,71,0,8.86,clear sky
496,Mazagao,BR,-0.115,-51.2894,78.85,81,86,2.57,overcast clouds
497,Christchurch,NZ,-43.5333,172.6333,53.01,57,8,4.0,clear sky
498,Raga,SS,8.4596,25.678,66.52,98,100,4.0,overcast clouds
499,Omboue,GA,-1.5746,9.2618,75.16,85,70,7.23,broken clouds
500,Saint-Augustin,CA,51.226,-58.6502,58.46,89,83,15.12,broken clouds
501,Espanola,US,35.9911,-106.0806,68.74,52,61,1.21,broken clouds
502,Ende,ID,-8.8432,121.6623,85.82,58,92,4.29,overcast clouds
503,Mogocha,RU,53.7333,119.7667,63.07,92,100,4.41,light rain
504,Baghdad,IQ,33.3406,44.4009,89.51,35,0,4.61,clear sky
505,Smithville,US,39.3869,-94.5811,72.21,66,20,4.61,few clouds
506,Handan,CN,36.6006,114.4678,87.91,59,84,5.99,light rain
507,Kalabo,ZM,-14.97,22.6814,51.89,40,0,5.12,clear sky
508,Port Lincoln,AU,-34.7333,135.8667,58.89,64,16,16.08,few clouds
509,Havelock,US,34.8791,-76.9013,71.58,96,90,8.99,overcast clouds
510,Grand Gaube,MU,-20.0064,57.6608,68.4,74,5,1.99,clear sky
511,Longido,TZ,-2.7333,36.6833,57.47,92,62,4.32,broken clouds
512,Noumea,NC,-22.2763,166.4572,76.98,67,1,6.51,clear sky
513,Caravelas,BR,-17.7125,-39.2481,68.14,84,67,5.17,broken clouds
514,Bolshevik,BY,54.0065,27.5692,47.82,85,16,2.75,few clouds
515,Taitung,TW,22.7583,121.1444,84.47,79,75,8.05,broken clouds
516,Jawhar,SO,2.7809,45.5005,72.48,91,96,8.63,overcast clouds
517,Smithers,CA,54.7804,-127.1743,75.52,50,75,6.91,broken clouds
518,Kidal,ML,18.4411,1.4078,85.33,48,65,6.44,broken clouds
519,Disna,BY,55.568,28.1971,49.93,94,22,5.68,few clouds
520,Posse,BR,-14.0931,-46.3694,64.54,46,5,7.45,clear sky
521,Zaprudnya,RU,56.5667,37.4333,57.83,84,7,3.94,clear sky
522,Lampazos De Naranjo,MX,27.0167,-100.5167,83.77,56,87,1.52,moderate rain
523,Mareeba,AU,-17.0,145.4333,81.45,56,6,4.32,clear sky
524,Stornoway,GB,58.2093,-6.3865,57.16,94,40,10.36,light rain
525,Qingdao,CN,36.0986,120.3719,87.4,70,75,2.24,light rain
526,Inverell,AU,-29.7833,151.1167,52.11,60,63,10.0,broken clouds
527,Melnikovo,RU,56.5558,84.085,67.93,83,100,2.13,overcast clouds
528,Laje,BR,-10.1833,-40.9667,63.36,77,36,6.62,scattered clouds
529,Kirkwall,GB,58.9848,-2.9587,53.65,94,100,1.14,overcast clouds
530,Jardim,BR,-21.4803,-56.1381,59.81,31,89,2.98,overcast clouds
531,Zhigansk,RU,66.7697,123.3711,71.87,36,0,11.79,clear sky
532,Mecca,SA,21.4267,39.8261,85.05,48,64,1.97,broken clouds
533,Sun Valley,US,39.5963,-119.776,93.76,12,20,1.99,few clouds
534,Salinopolis,BR,-0.6136,-47.3561,78.37,80,53,4.43,broken clouds
535,Marienburg,PL,54.0359,19.0266,54.88,91,100,0.74,overcast clouds
536,Hami,CN,42.8,93.45,88.83,13,60,2.51,broken clouds
537,Baykit,RU,61.67,96.37,76.1,52,92,4.43,overcast clouds
538,Khromtau,KZ,50.2503,58.4347,81.75,28,28,9.33,scattered clouds
539,Marathon,US,44.9,-89.7668,69.8,85,40,4.61,haze
540,Linqiong,CN,30.4159,103.4609,91.22,64,47,4.16,scattered clouds
541,Bubaque,GW,11.2833,-15.8333,79.38,83,100,7.56,moderate rain
542,Beringovskiy,RU,63.05,179.3167,49.42,74,63,14.41,broken clouds
543,Fenoarivo Atsinanana,MG,-17.3667,49.4167,65.05,92,69,5.77,light rain
544,Nekhayevskiy,RU,50.4106,41.7561,67.21,90,42,4.99,scattered clouds
545,Milkovo,RU,54.7167,158.6167,60.31,40,75,5.57,broken clouds
546,Iwanai,JP,42.9744,140.5089,80.02,84,100,5.88,overcast clouds
547,Rodrigues Alves,BR,-7.738,-72.6509,69.35,59,2,1.25,clear sky
548,Tiznit,MA,29.5833,-9.5,63.81,84,55,1.3,broken clouds
549,Liverpool,GB,53.4106,-2.9779,57.97,80,97,2.3,overcast clouds
550,Abha,SA,18.2164,42.5053,64.22,82,0,0.0,clear sky
551,Sao Filipe,CV,14.8961,-24.4956,76.17,92,100,7.38,overcast clouds
552,Williams Lake,CA,52.1415,-122.1445,89.17,15,75,6.91,broken clouds
553,Kousseri,CM,12.0769,15.0306,80.56,83,0,6.91,clear sky
554,Lypova Dolyna,UA,50.5643,33.7979,59.7,72,0,5.77,clear sky
555,Pamanukan,ID,-6.2842,107.8106,87.75,55,14,3.89,few clouds
556,Kalmunai,LK,7.4167,81.8167,84.65,61,97,3.85,overcast clouds
557,Labuan,MY,5.2767,115.2417,89.76,70,20,5.01,few clouds
558,Vilhena,BR,-12.7406,-60.1458,68.18,46,73,2.24,broken clouds
559,Xam Nua,LA,20.4197,104.0439,84.65,53,19,2.62,few clouds
560,Warwick,US,41.7001,-71.4162,69.3,90,1,5.75,clear sky
561,Morondava,MG,-20.2833,44.2833,66.27,62,0,10.2,clear sky
562,Guerrero Negro,MX,27.9769,-114.0611,74.03,76,4,14.07,clear sky
563,Husyatyn,UA,49.0726,26.2141,61.79,89,44,4.54,scattered clouds
564,Bouloupari,NC,-21.8667,166.05,76.91,54,2,4.0,clear sky
565,Jacareacanga,BR,-6.2222,-57.7528,76.28,48,49,0.58,scattered clouds
566,Tessalit,ML,20.1986,1.0114,86.09,44,9,9.95,clear sky
567,Port Blair,IN,11.6667,92.75,82.44,83,75,11.5,mist
568,Flin Flon,CA,54.7682,-101.865,71.08,61,100,9.73,overcast clouds
569,Khandyga,RU,62.6667,135.6,77.34,35,0,3.22,clear sky
570,Avera,US,33.194,-82.5271,75.25,78,35,5.64,scattered clouds
571,Tuatapere,NZ,-46.1333,167.6833,46.81,61,100,2.77,overcast clouds
572,Yamada,JP,39.4667,141.95,85.77,72,95,4.07,overcast clouds
573,Yinchuan,CN,38.4681,106.2731,86.59,20,97,6.49,overcast clouds
574,Sayyan,YE,15.1718,44.3244,61.32,74,11,5.03,few clouds
575,Banda Aceh,ID,5.5577,95.3222,85.32,63,100,13.51,overcast clouds
576,Champagnole,FR,46.7445,5.9135,57.58,92,100,2.86,overcast clouds
577,Moron,AR,-34.6534,-58.6198,54.99,94,7,2.68,clear sky
578,Loding,NO,67.3,14.75,49.91,94,75,8.99,broken clouds
579,Calvinia,ZA,-31.4707,19.776,52.45,43,59,2.35,broken clouds
580,Lorengau,PG,-2.0226,147.2712,83.86,75,27,6.71,scattered clouds
581,Pervomayskiy,RU,53.2485,40.2871,57.13,72,99,6.44,overcast clouds
582,Nabire,ID,-3.3667,135.4833,78.01,88,98,0.92,overcast clouds
583,La Mana,EC,-0.9333,-79.2167,77.9,84,99,3.15,overcast clouds
584,Iskateley,RU,67.6803,53.1512,66.02,77,90,14.5,overcast clouds
585,Basco,PH,20.4487,121.9702,82.83,86,100,31.21,moderate rain
586,Mulki,IN,13.1,74.8,78.08,88,75,0.0,mist
587,Fondi,IT,41.3541,13.4313,75.96,70,49,4.52,scattered clouds
588,Yen Bai,VN,21.7,104.8667,92.46,57,14,2.53,few clouds
589,Alice Springs,AU,-23.7,133.8833,56.75,38,0,16.11,clear sky
590,Cervo,ES,43.6702,-7.4101,68.2,93,100,8.3,overcast clouds
591,Tura,IN,25.5198,90.2201,79.47,85,100,4.16,overcast clouds
592,Port Augusta,AU,-32.5,137.7667,59.14,50,28,10.65,scattered clouds
593,Bestobe,KZ,52.4994,73.0975,69.78,67,7,12.06,clear sky
594,Karratha,AU,-20.7377,116.8463,73.92,22,9,24.81,clear sky
595,Auki,SB,-8.7676,160.7034,81.41,78,51,5.97,broken clouds
596,Dunedin,NZ,-45.8742,170.5036,49.8,44,78,14.0,broken clouds
597,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,62.94,98,30,2.91,scattered clouds
598,Champerico,GT,14.3,-91.9167,81.36,85,100,8.88,overcast clouds
599,Anadyr,RU,64.75,177.4833,50.5,81,75,20.0,broken clouds
600,Umm Lajj,SA,25.0213,37.2685,91.51,49,57,7.4,broken clouds
601,Camana,PE,-16.6228,-72.7111,64.49,78,92,7.56,overcast clouds
602,Dwarka,IN,22.2394,68.9678,81.97,81,100,21.9,overcast clouds
603,Asosa,ET,10.0667,34.5333,61.38,86,100,3.6,overcast clouds
604,Vrangel,RU,42.7297,133.0839,75.47,92,57,8.79,broken clouds
605,West Bay,KY,19.3667,-81.4167,84.0,85,20,1.01,few clouds
606,Sergeyevka,KZ,53.88,67.4158,70.92,64,2,5.95,clear sky
607,Arona,ES,28.0996,-16.681,65.32,74,20,11.5,few clouds
608,Kahului,US,20.8947,-156.47,82.42,69,40,31.07,scattered clouds
609,Neuquen,AR,-38.9516,-68.0591,51.69,66,0,5.75,clear sky
610,Santa Barbara,US,34.7333,-120.0343,70.45,68,0,3.91,clear sky
611,Cururupu,BR,-1.8283,-44.8683,72.09,85,34,1.19,scattered clouds
612,Cabedelo,BR,-6.9811,-34.8339,74.07,87,21,12.21,few clouds
613,Ciudad Bolivar,VE,8.1222,-63.5497,74.93,88,100,4.92,overcast clouds
614,Varsag,RO,46.5167,25.35,51.06,79,37,4.0,scattered clouds
615,Knysna,ZA,-34.0363,23.0471,52.18,83,1,4.79,clear sky
616,Tucuman,AR,-26.8241,-65.2226,51.8,71,6,12.66,smoke
617,Hakodate,JP,41.7758,140.7367,79.11,89,75,2.3,light rain
618,Tunceli,TR,39.1083,39.5471,76.06,50,2,6.24,clear sky
619,Redlands,US,34.0556,-117.1825,101.66,28,1,1.99,clear sky
620,Olmos,PE,-5.9847,-79.7453,60.91,80,36,2.57,scattered clouds
621,Paka,MY,4.6374,103.4368,82.33,83,20,1.14,few clouds
622,Keuruu,FI,62.2667,24.7,48.38,84,6,5.91,clear sky
623,Sibolga,ID,1.7427,98.7792,84.16,67,98,2.64,overcast clouds
624,Sulangan,PH,11.1373,123.7228,85.12,70,93,14.76,overcast clouds
625,Sayville,US,40.7359,-73.0821,71.78,86,90,0.0,overcast clouds
626,Tazmalt,DZ,36.3868,4.3989,73.33,92,48,2.53,scattered clouds
627,Balkhash,KZ,46.844,74.9804,77.61,29,0,22.37,clear sky
628,Senanga,ZM,-16.1167,23.2667,50.49,45,0,3.36,clear sky
629,Waipawa,NZ,-41.4122,175.5153,49.3,63,3,9.8,clear sky
630,Virginia Beach,US,36.8529,-75.978,73.45,86,40,5.75,light rain
631,Misrikh,IN,27.45,80.5167,83.79,71,17,9.08,few clouds
632,Agirish,RU,61.9247,63.0231,68.22,59,80,5.01,broken clouds
633,Eureka,US,40.8021,-124.1637,58.19,88,98,1.01,overcast clouds
634,Taft,IR,31.7471,54.2088,76.95,18,40,4.61,scattered clouds
635,Loganville,US,33.839,-83.9007,72.68,94,90,3.44,overcast clouds
636,Urengoy,RU,65.9667,78.3667,64.98,76,89,7.29,overcast clouds
637,Ponca City,US,36.707,-97.0856,75.69,60,1,8.52,clear sky
638,Narasannapeta,IN,18.4167,84.05,87.89,59,93,6.64,overcast clouds
639,Xuddur,SO,4.1213,43.8894,69.48,83,98,16.31,overcast clouds
640,Hounde,BF,11.5,-3.5167,71.46,82,75,4.34,light rain
641,Port Antonio,JM,18.18,-76.4612,82.31,84,39,7.9,scattered clouds
642,Itacare,BR,-14.2775,-38.9967,68.32,87,52,8.48,broken clouds
643,Angoche,MZ,-16.2325,39.9086,66.34,88,7,7.2,clear sky
644,Manavalakurichi,IN,8.1333,77.3,82.49,74,97,15.52,overcast clouds
645,Gold Coast,AU,-28.0,153.4333,71.2,38,0,1.99,clear sky
646,Finnsnes,NO,69.2296,17.9811,47.01,89,100,3.58,overcast clouds
647,Bayan,CN,46.0833,127.4,69.42,85,100,5.17,overcast clouds
648,Luanda,AO,-8.8368,13.2343,68.77,91,20,6.67,few clouds
649,Kawhia,NZ,-38.0651,174.8183,59.38,62,65,7.02,broken clouds
650,Orcopampa,PE,-15.2661,-72.3417,42.4,72,100,2.68,overcast clouds
651,Mathbaria,BD,22.2876,89.9593,83.64,79,100,8.03,overcast clouds
652,Maloy,NO,61.9353,5.1136,52.05,84,100,7.11,overcast clouds
653,Sabha,LY,27.0377,14.4283,85.24,22,0,11.39,clear sky
654,Mogadishu,SO,2.0371,45.3438,75.92,87,98,14.47,light rain
655,Biltine,TD,14.5333,20.9167,75.61,75,100,11.52,overcast clouds
656,Haimen,CN,23.1935,116.6142,87.69,79,100,10.87,moderate rain
657,Roma,US,43.2128,-75.4557,65.43,83,1,3.44,clear sky
658,Ambulu,ID,-8.345,113.6058,83.84,68,38,6.71,scattered clouds
659,Bilibino,RU,68.0546,166.4372,37.27,98,100,6.04,overcast clouds
660,Asau,RO,46.4333,26.4,60.4,96,13,2.89,few clouds
661,Zainsk,RU,55.3195,52.0694,70.79,64,99,5.41,overcast clouds
662,Holland,US,42.7875,-86.1089,68.79,65,1,0.0,clear sky
663,Teguldet,RU,57.3064,88.1667,70.21,68,60,3.78,broken clouds
664,Mimongo,GA,-1.6195,11.6068,68.14,96,55,2.89,broken clouds
665,Margate,GB,51.3813,1.3862,55.31,74,1,3.78,clear sky
666,Kabalo,CD,-6.05,26.9167,72.63,42,0,3.44,clear sky
667,Gorontalo,ID,0.5412,123.0595,89.01,59,66,7.25,broken clouds
668,Duverge,DO,18.3784,-71.5247,76.51,92,100,0.4,overcast clouds
669,Sinegorye,RU,62.0788,150.477,52.27,43,100,16.46,overcast clouds
670,Terrace Bay,CA,48.7834,-87.1,62.22,89,33,1.63,scattered clouds
671,Thunder Bay,CA,48.4001,-89.3168,68.29,80,75,4.61,smoke
672,Graulhet,FR,43.7669,1.9894,65.82,96,100,0.94,light rain
673,Dudinka,RU,69.4058,86.1778,70.65,58,1,9.57,clear sky
674,Koslan,RU,63.4564,48.8989,59.2,92,95,4.29,overcast clouds
675,Sherlovaya Gora,RU,50.5667,116.25,69.22,59,100,2.53,light rain
676,Polyarnyy,RU,69.1989,33.4478,48.67,98,100,15.9,overcast clouds
677,Hurricane,US,37.1753,-113.2899,100.87,24,0,10.04,clear sky
678,Sydney,AU,-33.8679,151.2073,61.56,39,0,1.99,clear sky
679,Salta,AR,-24.7859,-65.4117,55.99,53,0,1.99,clear sky
680,Zwedru,LR,6.0667,-8.1281,68.72,97,44,2.95,scattered clouds
681,Baker City,US,44.7749,-117.8344,85.71,28,40,24.16,light rain
682,Qitaihe,CN,45.8,130.85,87.12,42,64,8.16,broken clouds
683,Ukiah,US,39.1502,-123.2078,96.69,11,1,9.22,clear sky
684,Tobermory,CA,45.2501,-81.6665,62.31,82,14,9.64,few clouds
685,Tual,ID,-5.6667,132.75,80.76,73,97,18.59,overcast clouds
686,Flinders,AU,-34.5833,150.8552,60.06,50,18,15.01,few clouds
