City_ID,City,Country,Max Temp F°,Weather Description,Lat,Lng,Hotel Name
542,Bathsheba,BB,81.21,broken clouds,13.2167,-59.5167,Atlantis Hotel
543,Rawson,AR,60.67,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
546,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
547,Gladstone,AU,67.93,overcast clouds,-23.85,151.25,Highpoint International
548,Roma,US,71.46,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
550,Natal,BR,75.85,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
551,Samarai,PG,79.2,overcast clouds,-10.6167,150.6667,Nuli Sapi
552,Rincon,US,75.65,overcast clouds,32.296,-81.2354,Days Inn Rincon
553,Oriximina,BR,77.95,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
555,Turayf,SA,77.25,clear sky,31.6725,38.6637,Turaif
557,Lapeer,US,78.35,clear sky,43.0514,-83.3188,"Holiday Inn Express Lapeer, an IHG Hotel"
559,Xiuyan,CN,72.64,overcast clouds,40.2928,123.2744,Helin Holiday Hotel
560,Gaya,IN,82.31,mist,24.7833,85.0,SPOT ON 61644 Hotel Kumar Kripa
561,Mackenzie,CA,66.42,broken clouds,55.2999,-123.1698,Hilton Shop
562,Kuytun,RU,67.01,overcast clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
563,Bhatkal,IN,78.1,overcast clouds,13.9667,74.5667,Nilawar Palace
565,Marigliano,IT,74.62,scattered clouds,40.9263,14.4581,Best Western Hotel Ferrari
566,Snyder,US,84.54,clear sky,32.7179,-100.9176,"Holiday Inn Express & Suites Snyder, an IHG Hotel"
567,Udachnyy,RU,62.62,clear sky,66.4167,112.4,Severnoye Siyaniye
568,Tral,IN,63.01,light rain,33.9333,75.1,Muzaffar Manzoor
569,Pottsville,US,75.43,overcast clouds,40.6857,-76.1955,Ramada by Wyndham Pottsville/Frackville
570,Muzhi,RU,61.2,overcast clouds,65.3667,64.6667, 
571,Margate,GB,63.03,few clouds,51.3813,1.3862,Premier Inn Margate hotel
574,Yining,CN,85.26,scattered clouds,29.0361,114.5636,Xiushui Hotel
575,Eugene,US,78.39,broken clouds,44.0521,-123.0867,Valley River Inn
576,Kyzyl-Suu,KG,62.62,few clouds,42.3414,78.0056,Gostinitsa Nur-Ordo
577,Abdanan,IR,84.24,scattered clouds,32.9926,47.4198,خدمات موبایل میرزایی
578,Gulu,UG,64.69,overcast clouds,2.7746,32.299,ACHOLI INN
579,Yar-Sale,RU,63.45,overcast clouds,66.8333,70.8333,Yalemd
580,Huanren,CN,70.45,heavy intensity rain,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
581,Santa Isabel,BR,62.65,overcast clouds,-23.3156,-46.2214,Chácara Sombra do Altíssimo
582,Malim,PH,82.69,overcast clouds,7.452,123.4312,Malim
583,Thinadhoo,MV,81.41,overcast clouds,0.5333,72.9333, 
584,Kununurra,AU,75.18,clear sky,-15.7667,128.7333,Hotel Kununurra
586,Pingzhuang,CN,75.36,broken clouds,42.0372,119.2889,Haoke Guest House
588,Rudbar,AF,86.05,clear sky,30.15,62.6, 
589,Wajima,JP,88.48,broken clouds,37.4,136.9,Wajiima Onsen Yashio
590,Sibu,MY,79.11,light rain,2.3,111.8167,RH HOTEL (4 Star)
591,Port Moresby,PG,85.42,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
592,Devarkonda,IN,76.95,overcast clouds,16.7,78.9333,Munurukapu sangam devarakonda
593,Erenhot,CN,73.0,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
595,Turukhansk,RU,67.6,broken clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
599,Kattivakkam,IN,82.49,overcast clouds,13.2167,80.3167,Euronova Freezer
600,Eskil,TR,73.09,clear sky,38.4017,33.4131,Eskil Öğretmen Evi
601,Tuy Hoa,VN,85.35,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
602,Lucapa,AO,68.18,clear sky,-8.4192,20.7447,Residência Ulisses Dos Santos
603,Florianopolis,BR,60.4,fog,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
604,Inuvik,CA,63.36,broken clouds,68.3499,-133.7218,Nova Inn Inuvik
605,Salinas,US,83.57,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
606,Arawa,PG,83.53,light rain,-6.2132,155.5367,Coastline Guest House
607,Lima,PE,61.14,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
608,Bowen,AU,67.86,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
609,Abu Samrah,SY,79.93,broken clouds,35.3029,37.1841, 
611,Kalmunai,LK,79.66,overcast clouds,7.4167,81.8167,VS Villa
612,Kirakira,SB,83.21,clear sky,-10.4544,161.9205,SanBiz Lodge
614,Mitu,CO,68.86,overcast clouds,1.1983,-70.1733, 
616,Zunyi,CN,78.33,overcast clouds,27.6867,106.9072,Bishiluo Hostel
617,Siirt,TR,76.37,broken clouds,37.9326,41.9403,Barden Otel
618,Lakatoro,VU,78.55,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
619,Benemerito De Las Americas,MX,74.8,overcast clouds,16.5167,-90.6439,"Tres Lagunas, Selva Lacandona"
620,Atakpame,TG,68.72,broken clouds,7.5333,1.1333,Hôtel sahélien
621,Shellbrook,CA,78.03,scattered clouds,53.2168,-106.4011,Shellbrook Hotel
622,Graham,US,86.5,overcast clouds,47.0529,-122.2943,Moxie Meadows Hostel
623,Verdun,FR,61.72,overcast clouds,49.25,5.3333,Logis Hôtel le Relais
624,Pingliang,CN,76.93,broken clouds,35.5392,106.6861,North Gate Hostel
625,Gwadar,PK,80.47,scattered clouds,25.1216,62.3254,Sadaf Resort
627,Kilindoni,TZ,74.44,scattered clouds,-7.9139,39.6668,Bustani B&B
628,Planaltina,BR,64.69,overcast clouds,-15.4528,-47.6142,Retiro Maranata
630,Khash,IR,75.04,clear sky,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
631,Half Moon Bay,US,81.91,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
633,Moranbah,AU,64.26,overcast clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
634,Kintampo,GH,70.52,overcast clouds,8.0563,-1.7306,Adomaa Memorial Hotel
636,Oussouye,SN,78.98,moderate rain,12.485,-16.5469,Auberge du Routard
637,Jackson,US,83.16,smoke,42.4165,-122.8345,Agate Village Apartments
639,Jacareacanga,BR,76.62,broken clouds,-6.2222,-57.7528,Casa do Ian😎
641,Huarmey,PE,65.01,few clouds,-10.0681,-78.1522,Hotel Miramar
642,Jiwani,PK,81.18,few clouds,25.05,61.7417,Al Mumtaz Transport Jiwani
643,Buraydah,SA,82.85,few clouds,26.326,43.975,فندق راحة السلام
644,Gambela,ET,69.51,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
645,Mahon,ES,75.76,broken clouds,39.8885,4.2658,ARTIEM Capri
646,Riyadh,SA,87.94,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
647,Guerrero Negro,MX,75.94,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
648,Santa Fe,AR,62.01,overcast clouds,-31.6333,-60.7,Conquistador Hotel
649,Catuday,PH,81.61,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
651,Leczna,PL,62.91,overcast clouds,51.3012,22.8814,Pokoje gościnne 30stka
652,Itarema,BR,79.09,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
653,Teguise,ES,68.22,overcast clouds,29.0605,-13.564,B&B La Casona de Nazaret
654,Belize,BZ,83.25,overcast clouds,17.25,-88.75,Villa San Juan
656,Mount Isa,AU,67.77,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
657,Marsabit,KE,60.51,overcast clouds,2.3284,37.9899,Chicho Hotel
658,Sevierville,US,80.83,overcast clouds,35.8681,-83.5618,The Lodge at Five Oaks
659,Yabelo,ET,60.8,overcast clouds,4.8833,38.0833,Asnakech W/michael
660,Kahuta,PK,74.84,scattered clouds,33.5913,73.3868,Marhaba Sweets & Bakers
661,Sovetskiy,RU,61.25,moderate rain,61.3614,63.5842,Apartment on Kievskaya 29
662,Bukama,CD,68.43,clear sky,-9.2,25.85, 
663,Los Llanos De Aridane,ES,67.75,few clouds,28.6585,-17.9182,Valle Aridane
664,Banda Aceh,ID,82.8,broken clouds,5.5577,95.3222,Sulthan Hotel International
665,Awbari,LY,86.79,clear sky,26.5921,12.7805,فندق أوباري
666,Olinda,BR,71.33,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
667,Tecoanapa,MX,79.11,overcast clouds,16.5167,-98.75,Hotel Manglares
669,Adre,TD,75.45,overcast clouds,13.4667,22.2, 
670,Ouesso,CG,73.35,scattered clouds,1.6136,16.0517,ABENIE Hotel
672,Purpe,RU,67.33,broken clouds,64.4803,76.6897,"Gostinnitsa ""Valentina"""
673,Portsmouth,GB,63.0,overcast clouds,50.799,-1.0913,Best Western Royal Beach Hotel
675,Lebanon,US,80.96,clear sky,36.2081,-86.2911,Hampton Inn & Suites Lebanon
677,Alpena,US,75.11,clear sky,45.0617,-83.4327,Days Inn by Wyndham Alpena
679,Ouadda,CF,67.98,light rain,8.0777,22.4007, 
680,Bilgi,IN,73.54,overcast clouds,16.35,75.6167,Kenada Lodge
681,Nioro,GM,76.69,overcast clouds,13.35,-15.75, 
682,Montego Bay,JM,82.2,few clouds,18.4712,-77.9188,Sunscape Splash Montego Bay
684,Lewes,GB,62.94,overcast clouds,50.8736,0.0113,The Shelleys
685,Tautira,PF,82.42,overcast clouds,-17.7333,-149.15,Pension Oaoa
687,Muhlhausen,DE,60.19,broken clouds,51.2167,10.45,Brauhaus zum Löwen
688,Port Hardy,CA,62.78,scattered clouds,50.6996,-127.4199,Airport Inn
689,Wheatley,GB,61.07,broken clouds,51.7473,-1.1394,Bat & Ball Cuddesdon
690,Kerman,IR,66.06,few clouds,30.2832,57.0788,هتل آپارتمان آسام
691,Buchanan,LR,76.32,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
692,Samdrup Jongkhar,BT,77.4,overcast clouds,26.9167,91.6167, 
694,Labuhan,ID,80.64,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
696,Huangmei,CN,86.56,few clouds,30.1924,116.025,Tianxiachan Hotel
697,Dakar,SN,79.68,scattered clouds,14.6937,-17.4441,Redface Studios Meublés
698,San Cristobal,VE,75.38,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
699,Cozumel,MX,86.11,broken clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
700,Sangar,RU,70.39,clear sky,63.9242,127.4739, 
701,Mlyniv,UA,61.93,clear sky,50.509,25.6168,Баня Сауна Млинів. Сауна Млинов. Баня Сауна Дубно.
702,Kilgore,US,82.29,haze,32.3863,-94.8758,Best Western Inn Of Kilgore
704,Giyani,ZA,60.94,clear sky,-23.3025,30.7187,Kulani Country Lodge
705,Algarrobo,CO,80.94,scattered clouds,10.1869,-74.5753, 
706,Mangai,CD,72.01,clear sky,-4.05,19.5333, 
707,Bida,NG,72.57,overcast clouds,9.0833,6.0167,Royal Suite
709,Karratha,AU,70.54,scattered clouds,-20.7377,116.8463,ibis Styles Karratha
710,Bambanglipuro,ID,78.67,overcast clouds,-7.95,110.2833,Puri Brata
711,Terrace,CA,66.11,light rain,54.5163,-128.6035,Northern Motor Inn
712,Santa Lucia,ES,63.77,scattered clouds,27.9117,-15.5407,Las Tirajanas
713,Karimganj,IN,78.85,overcast clouds,24.8667,92.35,Ahar Hotel And Aheli Restaurant
714,Coolum Beach,AU,68.34,overcast clouds,-26.5333,153.1,Palmer Coolum Resort
715,Winnemucca,US,89.65,haze,40.973,-117.7357,Winners Inn Casino
716,San Isidro,PE,62.26,overcast clouds,-12.1167,-77.05,Soul Mate-Inn
717,Loandjili,CG,73.51,overcast clouds,-4.7561,11.8578,Résidence ARCHANGE
719,Boa Vista,BR,80.58,few clouds,2.8197,-60.6733,Aipana Plaza Hotel
